time,open,high,low,close,volume
2022-10-07 08:00:00,122.5,122.5,122.5,122.5,200
2022-10-06 20:00:00,122.0,122.23,122.0,122.23,1076
2022-10-06 19:00:00,122.0,122.0,122.0,122.0,100
2022-10-06 18:00:00,122.22,122.22,121.9839,121.9839,235
2022-10-06 17:00:00,122.23,122.29,122.23,122.29,66869
2022-10-06 16:00:00,122.0,122.67,121.77,122.23,1298123
2022-10-06 15:00:00,122.27,122.28,121.77,121.995,498039
2022-10-06 14:00:00,122.54,122.64,122.13,122.27,534859
2022-10-06 13:00:00,122.8,122.94,122.52,122.53,387318
2022-10-06 12:00:00,124.38,124.39,122.73,122.8064,868292
2022-10-06 11:00:00,124.315,124.5377,123.94,124.36,456258
2022-10-06 10:00:00,125.26,125.3,124.35,124.35,432032
2022-10-06 09:00:00,125.86,125.86,125.3,125.55,1289
2022-10-06 06:00:00,125.37,125.37,125.37,125.37,204
2022-10-05 20:00:00,125.93,125.93,125.93,125.93,404
2022-10-05 19:00:00,125.93,125.93,125.93,125.93,145
2022-10-05 18:00:00,125.74,125.74,125.74,125.74,101
2022-10-05 17:00:00,125.74,125.95,125.74,125.74,89880
2022-10-05 16:00:00,125.97,126.46,125.57,125.78,747504
2022-10-05 15:00:00,125.59,126.03,125.55,125.97,279560
2022-10-05 14:00:00,125.2165,125.9739,125.21,125.575,282634
2022-10-05 13:00:00,124.59,125.63,124.39,125.21,338577
2022-10-05 12:00:00,124.345,124.85,124.23,124.585,319260
2022-10-05 11:00:00,125.12,125.14,124.3,124.35,439341
2022-10-05 10:00:00,124.6,125.29,124.2,125.17,280391
2022-10-05 09:00:00,124.65,124.65,124.6,124.6,650
2022-10-05 08:00:00,124.25,124.77,124.25,124.77,385
2022-10-04 19:00:00,125.38,125.38,125.38,125.38,246
2022-10-04 18:00:00,125.35,125.35,125.35,125.35,100
2022-10-04 17:00:00,125.5,125.5,125.5,125.5,95775
2022-10-04 16:00:00,125.44,125.53,124.73,125.5,960761
2022-10-04 15:00:00,124.95,125.48,124.94,125.44,347082
2022-10-04 14:00:00,124.9103,125.07,124.32,124.97,369857
2022-10-04 13:00:00,124.9,125.46,124.68,124.91,384400
2022-10-04 12:00:00,125.33,125.41,124.75,124.86,447780
2022-10-04 11:00:00,125.31,125.65,124.79,125.31,684323
2022-10-04 10:00:00,122.72,125.3,122.52,125.235,626783
2022-10-04 09:00:00,123.0,123.0,122.41,122.72,4801
2022-10-04 08:00:00,123.0,123.0,122.55,122.67,1626
2022-10-04 07:00:00,122.8,123.06,122.8,123.06,621
2022-10-03 20:00:00,121.87,121.87,121.52,121.52,225
2022-10-03 19:00:00,121.53,121.53,121.53,121.53,100
2022-10-03 18:00:00,121.7,121.7,121.54,121.55,852
2022-10-03 17:00:00,121.51,121.52,121.49,121.51,171607
2022-10-03 16:00:00,122.11,122.13,121.435,121.51,939269
2022-10-03 15:00:00,121.79,122.21,121.77,122.12,389643
2022-10-03 14:00:00,121.57,121.86,121.52,121.78,287214
2022-10-03 13:00:00,121.46,121.83,121.23,121.57,292592
2022-10-03 12:00:00,121.29,121.68,121.27,121.48,412171
2022-10-03 11:00:00,119.82,121.55,119.79,121.31,605088
2022-10-03 10:00:00,120.17,120.46,119.6,119.8,380337
2022-10-03 09:00:00,119.52,120.25,119.43,120.25,1192
2022-10-03 06:00:00,118.81,118.81,118.81,118.81,209
2022-09-30 20:00:00,119.05,119.05,119.05,119.05,100
2022-09-30 18:00:00,119.0,119.05,119.0,119.05,655
2022-09-30 17:00:00,118.81,119.39,118.81,118.85,202461
2022-09-30 16:00:00,119.362,119.81,118.61,118.91,1447005
2022-09-30 15:00:00,120.07,120.23,119.34,119.37,448796
2022-09-30 14:00:00,120.82,120.82,119.78,120.04,533316
2022-09-30 13:00:00,120.79,121.019,120.5728,120.82,384058
2022-09-30 12:00:00,121.41,121.86,120.7535,120.815,415398
2022-09-30 11:00:00,121.62,121.9,121.0835,121.39,343688
2022-09-30 10:00:00,122.0,122.43,121.03,121.59,437790
2022-09-30 09:00:00,121.45,121.8,121.45,121.8,859
2022-09-30 05:00:00,122.0,122.0,122.0,122.0,317
2022-09-29 20:00:00,122.01,122.01,121.88,121.99,1729
2022-09-29 19:00:00,121.63,122.0,121.51,121.61,5605
2022-09-29 18:00:00,121.13,121.6,117.5,121.52,342848
2022-09-29 17:00:00,121.63,121.87,121.63,121.87,142292
2022-09-29 16:00:00,120.835,121.91,120.8,121.68,761209
2022-09-29 15:00:00,121.01,121.42,120.7914,120.85,495830
2022-09-29 14:00:00,121.36,121.52,121.01,121.02,253309
2022-09-29 13:00:00,121.91,122.185,121.425,121.4511,318872
2022-09-29 12:00:00,121.06,122.02,121.03,121.91,292357
2022-09-29 11:00:00,121.21,121.21,120.57,121.075,416642
2022-09-29 10:00:00,121.85,122.62,121.03,121.24,275297
2022-09-29 09:00:00,122.02,122.02,122.02,122.02,300
2022-09-28 19:00:00,122.98,123.01,122.75,122.75,1220
2022-09-28 18:00:00,122.98,123.01,122.98,123.01,1612
2022-09-28 17:00:00,122.76,122.76,122.76,122.76,141614
2022-09-28 16:00:00,122.635,123.23,122.615,122.71,931134
2022-09-28 15:00:00,122.44,122.7919,122.25,122.66,316585
2022-09-28 14:00:00,122.6,122.88,122.18,122.43,309961
2022-09-28 13:00:00,121.86,122.73,121.86,122.6,422406
2022-09-28 12:00:00,121.62,122.0,121.28,121.85,408327
2022-09-28 11:00:00,121.115,122.0,120.725,121.695,589500
2022-09-28 10:00:00,121.29,121.73,119.81,121.1,724093
2022-09-28 09:00:00,120.9963,121.89,120.7,121.89,13524
2022-09-28 08:00:00,121.59,121.59,120.39,120.62,9498
2022-09-28 07:00:00,120.65,121.0,120.47,121.0,6627
2022-09-28 06:00:00,120.95,120.95,119.8,119.8,6009
2022-09-28 05:00:00,120.96,120.96,120.96,120.96,224
2022-09-27 20:00:00,121.99,121.99,121.99,121.99,200
2022-09-27 19:00:00,121.8,121.8,121.8,121.8,150
2022-09-27 18:00:00,121.74,121.9896,121.74,121.9896,13664
2022-09-27 17:00:00,121.74,121.74,121.05,121.5,93307
2022-09-27 16:00:00,121.82,121.92,121.45,121.75,783229
2022-09-27 15:00:00,121.37,121.95,121.08,121.84,473315
2022-09-27 14:00:00,122.42,122.42,121.22,121.37,406070
2022-09-27 13:00:00,122.08,122.5907,121.81,122.42,624626
2022-09-27 12:00:00,123.12,123.26,122.09,122.1,338819
2022-09-27 11:00:00,122.9,123.43,122.48,123.155,447066
2022-09-27 10:00:00,122.91,123.95,122.5,122.925,410790
2022-09-27 09:00:00,122.95,123.1,122.9,122.9,5135
2022-09-27 08:00:00,122.93,122.93,122.93,122.93,500
2022-09-26 18:00:00,122.0,122.0,122.0,122.0,100
2022-09-26 17:00:00,122.01,122.01,121.77,121.77,169872
2022-09-26 16:00:00,122.35,122.83,121.91,122.01,816524
2022-09-26 15:00:00,121.7683,122.5,121.76,122.33,312657
2022-09-26 14:00:00,122.8,122.8,121.75,121.8,391628
2022-09-26 13:00:00,123.25,123.33,122.41,122.78,277346
2022-09-26 12:00:00,123.9,124.11,122.77,123.2644,388140
2022-09-26 11:00:00,123.245,124.26,123.15,123.91,571805
2022-09-26 10:00:00,122.3,123.33,121.85,123.24,516993
2022-09-26 09:00:00,122.3466,122.3466,121.5,122.25,4100
2022-09-26 08:00:00,121.8,122.19,121.3,121.3,9478
2022-09-23 18:00:00,122.71,122.71,122.71,122.71,1694
2022-09-23 17:00:00,122.71,123.0,122.71,123.0,100589
2022-09-23 16:00:00,121.77,122.76,121.74,122.75,1661049
2022-09-23 15:00:00,122.7765,122.97,121.76,121.77,586240
2022-09-23 14:00:00,122.91,123.1504,122.38,122.7564,465846
2022-09-23 13:00:00,123.2899,123.37,122.67,122.945,406343
2022-09-23 12:00:00,123.68,124.09,123.11,123.285,426589
2022-09-23 11:00:00,124.1567,124.53,123.56,123.65,458740
2022-09-23 10:00:00,124.25,125.0,123.87,124.16,475811
2022-09-23 09:00:00,124.95,124.95,124.23,124.2658,2844
2022-09-23 08:00:00,124.61,124.61,124.61,124.61,100
2022-09-23 05:00:00,125.0,125.0,125.0,125.0,260
2022-09-22 18:00:00,125.45,125.5,125.35,125.35,1869
2022-09-22 17:00:00,125.31,125.46,125.31,125.45,88707
2022-09-22 16:00:00,126.085,126.51,125.27,125.31,1078872
2022-09-22 15:00:00,125.885,126.08,125.53,126.08,301900
2022-09-22 14:00:00,125.84,126.18,125.7497,125.9,281878
2022-09-22 13:00:00,125.28,126.0,125.24,125.823,464732
2022-09-22 12:00:00,125.4,125.5996,125.07,125.25,542274
2022-09-22 11:00:00,124.74,125.69,124.45,125.405,479038
2022-09-22 10:00:00,125.45,125.45,124.41,124.75,392020
2022-09-22 09:00:00,124.65,125.6884,124.65,125.6884,3826
2022-09-22 08:00:00,124.93,124.93,124.93,124.93,1262
2022-09-21 20:00:00,124.5,124.5,124.25,124.25,589
2022-09-21 19:00:00,124.6,124.92,124.6,124.92,1500
2022-09-21 18:00:00,124.6,124.6437,124.6,124.62,1643
2022-09-21 17:00:00,124.93,125.0,124.52,124.9,153560
2022-09-21 16:00:00,127.42,127.55,124.92,124.95,873106
2022-09-21 15:00:00,127.24,127.84,125.53,127.37,600149
2022-09-21 14:00:00,127.39,127.5,127.14,127.3,232954
2022-09-21 13:00:00,127.23,127.65,127.13,127.41,172184
2022-09-21 12:00:00,127.36,127.42,127.0932,127.23,201919
2022-09-21 11:00:00,127.48,127.65,127.07,127.35,378374
2022-09-21 10:00:00,126.89,127.57,126.63,127.45,267083
2022-09-21 08:00:00,126.14,126.14,125.78,125.8,12190
2022-09-20 19:00:00,125.86,125.86,125.86,125.86,1000
2022-09-20 17:00:00,126.3,126.3,126.3,126.3,72116
2022-09-20 16:00:00,125.85,126.65,125.74,126.3,613956
2022-09-20 15:00:00,125.57,126.11,125.555,125.847,290236
2022-09-20 14:00:00,126.02,126.04,125.52,125.57,242972
2022-09-20 13:00:00,126.22,126.47,125.85,126.04,227262
2022-09-20 12:00:00,125.9348,126.23,125.73,126.17,239932
2022-09-20 11:00:00,126.07,126.09,125.52,125.92,460714
2022-09-20 10:00:00,127.2999,127.2999,125.7805,126.04,370357
2022-09-20 09:00:00,127.9696,127.9696,126.5,127.18,2101
2022-09-19 20:00:00,127.73,127.73,127.73,127.73,100
2022-09-19 19:00:00,127.58,127.73,127.58,127.73,204
2022-09-19 17:00:00,127.73,127.73,127.73,127.73,290847
2022-09-19 16:00:00,126.61,127.775,126.61,127.72,824193
2022-09-19 15:00:00,126.63,126.72,126.32,126.6,263615
2022-09-19 14:00:00,127.203,127.26,126.62,126.62,297053
2022-09-19 13:00:00,126.89,127.24,126.515,127.2,392305
2022-09-19 12:00:00,127.64,128.06,126.85,126.91,396489
2022-09-19 11:00:00,127.14,127.97,127.09,127.61,445869
2022-09-19 10:00:00,126.7,127.37,126.28,127.14,358129
2022-09-19 09:00:00,126.472,126.65,126.3101,126.65,3713
2022-09-19 08:00:00,126.7,126.7,126.65,126.65,907
2022-09-19 06:00:00,126.71,126.71,126.71,126.71,710
2022-09-19 05:00:00,127.17,127.27,127.17,127.27,368
2022-09-16 19:00:00,127.34,127.34,127.29,127.31,1031
2022-09-16 18:00:00,127.25,127.4,127.25,127.4,1213
2022-09-16 17:00:00,127.27,127.3798,127.25,127.3798,683647
2022-09-16 16:00:00,126.72,127.53,126.68,127.23,1852362
2022-09-16 15:00:00,125.91,126.84,125.89,126.73,521317
2022-09-16 14:00:00,125.79,126.27,125.74,125.9,337815
2022-09-16 13:00:00,125.705,125.95,125.37,125.79,426198
2022-09-16 12:00:00,124.77,125.71,124.71,125.695,517249
2022-09-16 11:00:00,124.585,125.18,124.51,124.78,530718
2022-09-16 10:00:00,124.11,124.85,123.83,124.585,1153292
2022-09-16 09:00:00,124.6376,125.0,124.26,124.26,4626
2022-09-16 08:00:00,125.0,125.0,124.73,124.73,2218
2022-09-15 20:00:00,125.0,125.0,125.0,125.0,100
2022-09-15 19:00:00,125.0,125.18,125.0,125.18,1410
2022-09-15 18:00:00,125.0,125.49,125.0,125.49,1883
2022-09-15 17:00:00,125.49,125.74,125.269,125.49,171342
2022-09-15 16:00:00,125.38,125.73,124.9,125.49,1454909
2022-09-15 15:00:00,125.58,125.78,125.235,125.37,414605
2022-09-15 14:00:00,125.34,125.94,125.2801,125.5801,320970
2022-09-15 13:00:00,125.38,125.47,125.08,125.3419,415043
2022-09-15 12:00:00,125.37,125.94,125.21,125.37,480804
2022-09-15 11:00:00,126.45,126.617,125.2,125.36,776411
2022-09-15 10:00:00,127.63,127.63,125.92,126.44,478762
2022-09-15 09:00:00,127.85,127.85,127.84,127.85,416
2022-09-14 20:00:00,128.01,128.01,127.97,127.97,411
2022-09-14 19:00:00,128.2,128.2,128.0,128.0,1123
2022-09-14 18:00:00,128.0,128.0,128.0,128.0,101
2022-09-14 17:00:00,127.69,128.18,127.69,128.09,225936
2022-09-14 16:00:00,127.395,127.76,126.845,127.67,815468
2022-09-14 15:00:00,127.43,127.5799,127.1223,127.42,287325
2022-09-14 14:00:00,128.09,128.13,127.25,127.44,285635
2022-09-14 13:00:00,128.07,128.23,127.67,128.0643,327227
2022-09-14 12:00:00,128.903,128.903,128.015,128.06,321796
2022-09-14 11:00:00,128.615,129.0,127.98,128.9044,437326
2022-09-14 10:00:00,127.87,128.9,127.36,128.615,447851
2022-09-14 09:00:00,127.61,127.89,127.51,127.89,3239
2022-09-14 08:00:00,127.61,127.61,127.61,127.61,210
2022-09-14 05:00:00,127.5,127.5,127.5,127.5,260
